"id","Image","Name","Real_Name","Collection","Serie","Brand","Year","Type","Price","Own","Lot","Notes"
"627",,"Recycler Rosa",,"Protectors Pack","6 Secret Spies","MagicBox","2020","Figura","0","0","462",
"628",,"Smiley Spike Azul",,"Protectors Pack","6 Secret Spies","MagicBox","2020","Figura","0","0","463",
"629",,"Smiley Spike Marrón",,"Protectors Pack","6 Secret Spies","MagicBox","2020","Figura","0","0","464",
"630",,"Bath Force Azul",,"Protectors Pack","6 Secret Spies","MagicBox","2020","Figura","0","0","465",
"631",,"Bath Force Verde",,"Protectors Pack","6 Secret Spies","MagicBox","2020","Figura","0","0","466",
"632",,"Slideway Morado",,"Protectors Pack","6 Secret Spies","MagicBox","2020","Figura","0","0","467",
"633",,"Slideway Naranja",,"Protectors Pack","6 Secret Spies","MagicBox","2020","Figura","0","0","468",
"634",,"Whisper Morado",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S01",
"635",,"Whisper Amarillo",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S02",
"636",,"Spybulb Rojo",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S03",
"637",,"Spybulb Amarillo",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S04",
"638",,"Agent Headdy Amarillo",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S05",
"639",,"Agent Headdy Rojo",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S06",
"640",,"X-385 II Morado",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S07",
"641",,"X-385 II Amarillo",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S08",
"642",,"Walkie Hush Verde",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S09",
"643",,"Walkie Hush Rosa",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S10",
"644",,"Secret Waves Rosa",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S11",
"645",,"Secret Waves Verde",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S12",
"646",,"Snitchcase Marrón",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S13",
"647",,"Snitchcase Azul",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S14",
"648",,"Nightcoat Naranja",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S15",
"649",,"Nightcoat Morado",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S16",
"650",,"Keytective Verde",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S17",
"651",,"Keytective Morado",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S18",
"652",,"Talkie Hush Morado",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S19",
"653",,"Talkie Hush Verde",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S20",
"654",,"Hidden Eyes Verde",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S21",
"655",,"Hidden Eyes Naranja",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S22",
"656",,"Locke Looker Azul",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S23",
"657",,"Locke Looker Marrón",,"Spies","6 Secret Spies","MagicBox","2020","Figura","0","0","S24",
"658",,"SpeedJumper (frente amarillo rojo)",,"Spyjets","6 Secret Spies","MagicBox","2020","Vehiculos","0","0","Sj1",
"659",,"SpeedJumper (frente azul)",,"Spyjets","6 Secret Spies","MagicBox","2020","Vehiculos","0","0","Sj2",
"660",,"SkyHunter (frente naranja)",,"Spyjets","6 Secret Spies","MagicBox","2020","Vehiculos","0","0","Sj3",
"661",,"SkyHunter (frente azul)",,"Spyjets","6 Secret Spies","MagicBox","2020","Vehiculos","0","0","Sj4",
"662",,"BiteBoat (frente morado)",,"Spyjets","6 Secret Spies","MagicBox","2020","Vehiculos","0","0","Sj5",
"663",,"BiteBoat (frente verde)",,"Spyjets","6 Secret Spies","MagicBox","2020","Vehiculos","0","0","Sj6",
"664",,"MonsterBike (frente naranja)",,"Spyjets","6 Secret Spies","MagicBox","2020","Vehiculos","0","0","Sj7",
"665",,"MonsterBike (frente azul)",,"Spyjets","6 Secret Spies","MagicBox","2020","Vehiculos","0","0","Sj8",
"666",,"Doctor Volt",,"Ultra Raro","7 Power Machines","MagicBox","2021","Figura","0","0",,
"667",,"Helix High",,"Dorados","7 Power Machines","MagicBox","2021","Figura","0","0","469",
"668",,"Big Claw",,"Dorados","7 Power Machines","MagicBox","2021","Figura","0","0","470",
"669","/uploads/collections/Superthings/MechFixer_669.jpg","Mech Fixer",,"Tech Masters","7 Power Machines","MagicBox","2021","Figura","0","1","471",
"670",,"Brock Cool Verde",,"Tech Masters","7 Power Machines","MagicBox","2021","Figura","0","0","472",
"671",,"Brock Cool berenjena",,"Tech Masters","7 Power Machines","MagicBox","2021","Figura","0","0","473",
"672",,"Team-Shirt Amarillo",,"Tech Masters","7 Power Machines","MagicBox","2021","Figura","0","0","474",
"673",,"Team-Shirt Verde",,"Tech Masters","7 Power Machines","MagicBox","2021","Figura","0","0","475",
"674",,"Sparkly Groundz Rojo",,"Tech Masters","7 Power Machines","MagicBox","2021","Figura","0","0","476",
"675",,"Sparkly Groundz Morado",,"Tech Masters","7 Power Machines","MagicBox","2021","Figura","0","0","477",
"676",,"Captain Salty Verde",,"Tech Masters","7 Power Machines","MagicBox","2021","Figura","0","0","478",
"677",,"Captain Salty Morado",,"Tech Masters","7 Power Machines","MagicBox","2021","Figura","0","0","479",
"678",,"Flashguette Naranja",,"Tech Masters","7 Power Machines","MagicBox","2021","Figura","0","0","480",
"679",,"Flashguette Azul",,"Tech Masters","7 Power Machines","MagicBox","2021","Figura","0","0","481",
"680","/uploads/collections/Superthings/LuckyOGreenVerde_680.jpg","Lucky OGreen Verde",,"Tech Masters","7 Power Machines","MagicBox","2021","Figura","0","1","482",
"681",,"Lucky OGreen Amarillo",,"Tech Masters","7 Power Machines","MagicBox","2021","Figura","0","0","483",
"682","/uploads/collections/Superthings/Circuitor_682.jpg","Circuitor",,"Electric Squad","7 Power Machines","MagicBox","2021","Figura","0","1","484",
"683",,"Slash Verde",,"Electric Squad","7 Power Machines","MagicBox","2021","Figura","0","0","485",
"684",,"Slash Amarillo",,"Electric Squad","7 Power Machines","MagicBox","2021","Figura","0","0","486",
"685",,"Toxfung Morado",,"Electric Squad","7 Power Machines","MagicBox","2021","Figura","0","0","487",
"686","/uploads/collections/Superthings/ToxfungRojo_686.jpg","Toxfung Rojo",,"Electric Squad","7 Power Machines","MagicBox","2021","Figura","0.8","1","488",
"687",,"Turboscooter Verde",,"Electric Squad","7 Power Machines","MagicBox","2021","Figura","0","0","489",
"688",,"Turboscooter Morado",,"Electric Squad","7 Power Machines","MagicBox","2021","Figura","0","0","490",
"689",,"Star Glass Rosa",,"Electric Squad","7 Power Machines","MagicBox","2021","Figura","0","0","491",
"690",,"Star Glass Verde",,"Electric Squad","7 Power Machines","MagicBox","2021","Figura","0","0","492",
"691",,"Powstick Naranja",,"Electric Squad","7 Power Machines","MagicBox","2021","Figura","0","0","493",
"692",,"Powstick Azul",,"Electric Squad","7 Power Machines","MagicBox","2021","Figura","0","0","494",
"693",,"Metal Teeth Rojo",,"Electric Squad","7 Power Machines","MagicBox","2021","Figura","0","0","495",
"694",,"Metal Teeth Morado",,"Electric Squad","7 Power Machines","MagicBox","2021","Figura","0","0","496",
"695",,"Solid Gear",,"Cyber Fighters","7 Power Machines","MagicBox","2021","Figura","0","0","497",
"696",,"Airspin Amarillo",,"Cyber Fighters","7 Power Machines","MagicBox","2021","Figura","0","0","498",
"697",,"Airspin Verde",,"Cyber Fighters","7 Power Machines","MagicBox","2021","Figura","0","0","499",
"698",,"Pierce Right Azul",,"Cyber Fighters","7 Power Machines","MagicBox","2021","Figura","0","0","500",
"699",,"Pierce Right Marrón",,"Cyber Fighters","7 Power Machines","MagicBox","2021","Figura","0","0","501",
"700",,"Kronotikus Morado",,"Cyber Fighters","7 Power Machines","MagicBox","2021","Figura","0","0","502",
"701",,"Kronotikus Rojo",,"Cyber Fighters","7 Power Machines","MagicBox","2021","Figura","0","0","503",
"702",,"Pancrash Marrón",,"Cyber Fighters","7 Power Machines","MagicBox","2021","Figura","0","0","504",
"703",,"Pancrash Morado",,"Cyber Fighters","7 Power Machines","MagicBox","2021","Figura","0","0","505",
"704",,"Scratch Rosa",,"Cyber Fighters","7 Power Machines","MagicBox","2021","Figura","0","0","506",
"705",,"Scratch Verde",,"Cyber Fighters","7 Power Machines","MagicBox","2021","Figura","0","0","507",
"706",,"Paper Pack Verde",,"Cyber Fighters","7 Power Machines","MagicBox","2021","Figura","0","0","508",
"707",,"Paper Pack Morado",,"Cyber Fighters","7 Power Machines","MagicBox","2021","Figura","0","0","509",
"708",,"Screwikz",,"Wicked Circuits","7 Power Machines","MagicBox","2021","Figura","0","0","510",
"709",,"Dark Spicy berenjena",,"Wicked Circuits","7 Power Machines","MagicBox","2021","Figura","0","0","511",
"710",,"Dark Spicy Verde",,"Wicked Circuits","7 Power Machines","MagicBox","2021","Figura","0","0","512",
"711",,"Snowstorm Azul",,"Wicked Circuits","7 Power Machines","MagicBox","2021","Figura","0","0","513",
"712",,"Snowstorm Naranja",,"Wicked Circuits","7 Power Machines","MagicBox","2021","Figura","0","0","514",
"713",,"Bad Sport Verde",,"Wicked Circuits","7 Power Machines","MagicBox","2021","Figura","0","0","515",
"714",,"Bad Sport berenjena",,"Wicked Circuits","7 Power Machines","MagicBox","2021","Figura","0","0","516",
"715",,"Wacky Dust Marrón",,"Wicked Circuits","7 Power Machines","MagicBox","2021","Figura","0","0","517",
"716",,"Wacky Dust Azul",,"Wicked Circuits","7 Power Machines","MagicBox","2021","Figura","0","0","518",
"717",,"Caulipower Amarillo",,"Wicked Circuits","7 Power Machines","MagicBox","2021","Figura","0","0","519",
"718",,"Caulipower Verde",,"Wicked Circuits","7 Power Machines","MagicBox","2021","Figura","0","0","520",
"719",,"Bad Fortune Verde",,"Wicked Circuits","7 Power Machines","MagicBox","2021","Figura","0","0","521",
"720",,"Bad Fortune Morado",,"Wicked Circuits","7 Power Machines","MagicBox","2021","Figura","0","0","522",
"721",,"Energetik",,"Energy Brigade","7 Power Machines","MagicBox","2021","Figura","0","0","523",
"722",,"Slalom Head Azul",,"Energy Brigade","7 Power Machines","MagicBox","2021","Figura","0","0","524",
"723",,"Slalom Head Marrón",,"Energy Brigade","7 Power Machines","MagicBox","2021","Figura","0","0","525",
"724",,"Adventure Hawkins Rosa",,"Energy Brigade","7 Power Machines","MagicBox","2021","Figura","0","0","526",
"725",,"Adventure Hawkins Verde",,"Energy Brigade","7 Power Machines","MagicBox","2021","Figura","0","0","527",
"726",,"Twin Wheel Rojo",,"Energy Brigade","7 Power Machines","MagicBox","2021","Figura","0","0","528",
"727",,"Twin Wheel Morado",,"Energy Brigade","7 Power Machines","MagicBox","2021","Figura","0","0","529",
"728",,"Maximus Globe Azul",,"Energy Brigade","7 Power Machines","MagicBox","2021","Figura","0","0","530",
"729",,"Maximus Globe Amarillo",,"Energy Brigade","7 Power Machines","MagicBox","2021","Figura","0","0","531",
"730",,"Candy Cracky Marrón",,"Energy Brigade","7 Power Machines","MagicBox","2021","Figura","0","0","532",
"731",,"Candy Cracky Azul",,"Energy Brigade","7 Power Machines","MagicBox","2021","Figura","0","0","533",
"732",,"Mushrulz Cabeza morada",,"Energy Brigade","7 Power Machines","MagicBox","2021","Figura","0","0","534",
"733",,"Mushrulz Cabeza verde",,"Energy Brigade","7 Power Machines","MagicBox","2021","Figura","0","0","535",
"734",,"Electricker",,"Mechanic Warriors","7 Power Machines","MagicBox","2021","Figura","0","0","536",
"735",,"Power Gopher Marrón",,"Mechanic Warriors","7 Power Machines","MagicBox","2021","Figura","0","0","537",
"736",,"Power Gopher Azul",,"Mechanic Warriors","7 Power Machines","MagicBox","2021","Figura","0","0","538",
"737",,"Sandmax Azul",,"Mechanic Warriors","7 Power Machines","MagicBox","2021","Figura","0","0","539",
"738","/uploads/collections/Superthings/SandmaxNaranja_738.jpg","Sandmax Naranja",,"Mechanic Warriors","7 Power Machines","MagicBox","2021","Figura","0","1","540",
"739",,"Puzz Left Amarillo",,"Mechanic Warriors","7 Power Machines","MagicBox","2021","Figura","0","0","541",
"740",,"Puzz Left Verde",,"Mechanic Warriors","7 Power Machines","MagicBox","2021","Figura","0","0","542",
"741",,"Goldbox Marrón",,"Mechanic Warriors","7 Power Machines","MagicBox","2021","Figura","0","0","543",
"742",,"Goldbox Azul",,"Mechanic Warriors","7 Power Machines","MagicBox","2021","Figura","0","0","544",
"743",,"Scarylous Cuerpo morado",,"Mechanic Warriors","7 Power Machines","MagicBox","2021","Figura","0","0","545",
"744",,"Scarylous Cuerpo verde",,"Mechanic Warriors","7 Power Machines","MagicBox","2021","Figura","0","0","546",
"745",,"Boomerangry Rojo",,"Mechanic Warriors","7 Power Machines","MagicBox","2021","Figura","0","0","547",
"746",,"Boomerangry Morado",,"Mechanic Warriors","7 Power Machines","MagicBox","2021","Figura","0","0","548",
"747","/uploads/collections/Superthings/NeonBlast_747.jpg","Neon Blast",,"Ultra Raro","8 Kazoom Kids","MagicBox","2021","Figura","0","1",,
"748","/uploads/collections/Superthings/JazzFlash_748.png","Jazz Flash",,"Dorados","8 Kazoom Kids","MagicBox","2021","Figura","0","1","549",
"749",,"Heavy Riff",,"Dorados","8 Kazoom Kids","MagicBox","2021","Figura","0","0","550",
"750","/uploads/collections/Superthings/Badnilla_750.png","Badnilla",,"Cream Team","8 Kazoom Kids","MagicBox","2021","Figura","0","0","K01",
"751","/uploads/collections/Superthings/MadConeAmarillo_751.jpg","Mad Cone Amarillo",,"Cream Team","8 Kazoom Kids","MagicBox","2021","Figura","0","1","551",
"752",,"Mad Cone Azul",,"Cream Team","8 Kazoom Kids","MagicBox","2021","Figura","0","1","552",
"753","/uploads/collections/Superthings/TrickChocVerde_753.jpg","Trick Choc Verde",,"Cream Team","8 Kazoom Kids","MagicBox","2021","Figura","0.8","1","553",
"754",,"Trick Choc Rojo",,"Cream Team","8 Kazoom Kids","MagicBox","2021","Figura","0","0","554",
"755",,"Freezlord Morado",,"Cream Team","8 Kazoom Kids","MagicBox","2021","Figura","0","0","555",
"756","/uploads/collections/Superthings/FreezlordVerde_756.jpg","Freezlord Verde",,"Cream Team","8 Kazoom Kids","MagicBox","2021","Figura","0","1","556",
"757",,"Super Slice (Pizza)",,"Super Pack","8 Kazoom Kids","MagicBox","2021","Figura","0","0","K02",
"758",,"Slicey Rojo",,"Super Pack","8 Kazoom Kids","MagicBox","2021","Figura","0","0","557",
"759",,"Slicey Verde",,"Super Pack","8 Kazoom Kids","MagicBox","2021","Figura","0","0","558",
"760","/uploads/collections/Superthings/CheestarAmarillo_760.jpg","Cheestar Amarillo",,"Super Pack","8 Kazoom Kids","MagicBox","2021","Figura","0","1","559",
"761",,"Cheestar Azul",,"Super Pack","8 Kazoom Kids","MagicBox","2021","Figura","0","0","560",
"762",,"Firesplack Morado",,"Super Pack","8 Kazoom Kids","MagicBox","2021","Figura","0","0","561",
"763",,"Firesplack Verde",,"Super Pack","8 Kazoom Kids","MagicBox","2021","Figura","0","0","562",
"764",,"Starberry",,"Fresh Force","8 Kazoom Kids","MagicBox","2021","Figura","0","0","K03",
"765",,"Strong Barry Rojo",,"Fresh Force","8 Kazoom Kids","MagicBox","2021","Figura","0","0","563",
"766",,"Strong Barry Verde",,"Fresh Force","8 Kazoom Kids","MagicBox","2021","Figura","0","0","564",
"767",,"Freshpop Azul",,"Fresh Force","8 Kazoom Kids","MagicBox","2021","Figura","0","0","565",
"768",,"Freshpop Amarillo",,"Fresh Force","8 Kazoom Kids","MagicBox","2021","Figura","0","0","566",
"769",,"Bubbles Morado",,"Fresh Force","8 Kazoom Kids","MagicBox","2021","Figura","0","0","567",
"770",,"Bubbles Verde",,"Fresh Force","8 Kazoom Kids","MagicBox","2021","Figura","0","0","568",
"771","/uploads/collections/Superthings/Trasher(Basura)_771.png","Trasher (Basura)",,"Splash Trash","8 Kazoom Kids","MagicBox","2021","Figura","0","1","K04",
"772","/uploads/collections/Superthings/JackRottenAmarillo_772.jpg","Jack Rotten Amarillo",,"Splash Trash","8 Kazoom Kids","MagicBox","2021","Figura","0","1","569",
"773",,"Jack Rotten Azul",,"Splash Trash","8 Kazoom Kids","MagicBox","2021","Figura","0","0","570",
"774","/uploads/collections/Superthings/FredFetidVerde_774.png","Fred Fetid Verde",,"Splash Trash","8 Kazoom Kids","MagicBox","2021","Figura","0","1","571",
"775",,"Fred Fetid Rojo",,"Splash Trash","8 Kazoom Kids","MagicBox","2021","Figura","0","0","572",
"776","/uploads/collections/Superthings/StinkySpineMorado_776.png","Stinky Spine Morado",,"Splash Trash","8 Kazoom Kids","MagicBox","2021","Figura","0","1","573",
"777",,"Stinky Spine Verde",,"Splash Trash","8 Kazoom Kids","MagicBox","2021","Figura","0","0","574",
"778",,"Smash Crash",,"Bad Party","8 Kazoom Kids","MagicBox","2021","Figura","0","0","K05",
"779",,"Surpristik Morado",,"Bad Party","8 Kazoom Kids","MagicBox","2021","Figura","0","0","575",
"780","/uploads/collections/Superthings/SurpristikVerde_780.jpg","Surpristik Verde",,"Bad Party","8 Kazoom Kids","MagicBox","2021","Figura","0","1","576",
"781",,"Box Trouble Azul",,"Bad Party","8 Kazoom Kids","MagicBox","2021","Figura","0","0","577",
"782",,"Box Trouble Amarillo",,"Bad Party","8 Kazoom Kids","MagicBox","2021","Figura","0","1","578",
"783",,"Cream Scream Rojo",,"Bad Party","8 Kazoom Kids","MagicBox","2021","Figura","0","0","579",
"784",,"Cream Scream Verde",,"Bad Party","8 Kazoom Kids","MagicBox","2021","Figura","0","0","580",
"785","/uploads/collections/Superthings/Sugarfun(Caramelo)_785.png","Sugarfun (Caramelo)",,"Candy Combo","8 Kazoom Kids","MagicBox","2021","Figura","0","1","K06",
"786","/uploads/collections/Superthings/HappyWrapperAmarillo_786.png","Happy Wrapper Amarillo",,"Candy Combo","8 Kazoom Kids","MagicBox","2021","Figura","0","1","581",
"787",,"Happy Wrapper Azul",,"Candy Combo","8 Kazoom Kids","MagicBox","2021","Figura","0","0","582",
"788","/uploads/collections/Superthings/LollipowMorado_788.jpg","Lollipow Morado",,"Candy Combo","8 Kazoom Kids","MagicBox","2021","Figura","0","1","583",
"789",,"Lollipow Verde",,"Candy Combo","8 Kazoom Kids","MagicBox","2021","Figura","0","0","584",
"790",,"Sweet Stick Rojo",,"Candy Combo","8 Kazoom Kids","MagicBox","2021","Figura","0","0","585",
"791","/uploads/collections/Superthings/SweetStickVerde_791.png","Sweet Stick Verde",,"Candy Combo","8 Kazoom Kids","MagicBox","2021","Figura","0","1","586",
"792","/uploads/collections/Superthings/Steelface(Capitán)_792.png","Steel face (Capitán)",,"Fearsome Fighters","8 Kazoom Kids","MagicBox","2021","Figura","0","1","587",
"793",,"Citrikus Naranja",,"Fearsome Fighters","8 Kazoom Kids","MagicBox","2021","Figura","0","0","588",
"794",,"Citrikus Azul",,"Fearsome Fighters","8 Kazoom Kids","MagicBox","2021","Figura","0","0","589",
"795",,"Mad Nap Azul",,"Fearsome Fighters","8 Kazoom Kids","MagicBox","2021","Figura","0","0","590",
"796",,"Mad Nap Morado",,"Fearsome Fighters","8 Kazoom Kids","MagicBox","2021","Figura","0","0","591",
"797",,"Bad Flakes Morado",,"Fearsome Fighters","8 Kazoom Kids","MagicBox","2021","Figura","0","0","592",
"798",,"Bad Flakes Azul",,"Fearsome Fighters","8 Kazoom Kids","MagicBox","2021","Figura","0","0","593",
"799","/uploads/collections/Superthings/NailedIT(Capitán)_799.jpg","Nailed IT (Capitán)",,"Shiny League","8 Kazoom Kids","MagicBox","2021","Figura","0","1","594",
"800","/uploads/collections/Superthings/JuicyJustinAmarillo_800.png","Juicy Justin Amarillo",,"Shiny League","8 Kazoom Kids","MagicBox","2021","Figura","0","1","595",
"801",,"Juicy Justin Rosa",,"Shiny League","8 Kazoom Kids","MagicBox","2021","Figura","0","0","596",
"802","/uploads/collections/Superthings/WakeyWakeyRosa_802.png","Wakey Wakey Rosa",,"Shiny League","8 Kazoom Kids","MagicBox","2021","Figura","0","1","597","25/3/2022"
"803",,"Wakey Wakey Amarillo",,"Shiny League","8 Kazoom Kids","MagicBox","2021","Figura","0","0","598",
"804",,"Captain Moo Azul",,"Shiny League","8 Kazoom Kids","MagicBox","2021","Figura","0","0","599",
"805",,"Captain Moo Naranja",,"Shiny League","8 Kazoom Kids","MagicBox","2021","Figura","0","0","600",
"806",,"Enjoystick (Capitán)",,"Hard Gamers","8 Kazoom Kids","MagicBox","2021","Figura","0","0","601",
"807",,"Butter Horn Marrón",,"Hard Gamers","8 Kazoom Kids","MagicBox","2021","Figura","0","0","602",
"808",,"Butter Horn Azul",,"Hard Gamers","8 Kazoom Kids","MagicBox","2021","Figura","0","0","603",
"809",,"Thundertoast Morado",,"Hard Gamers","8 Kazoom Kids","MagicBox","2021","Figura","0","0","604",
"810",,"Thundertoast Azul",,"Hard Gamers","8 Kazoom Kids","MagicBox","2021","Figura","0","0","605",
"811",,"Brush Flash Azul",,"Hard Gamers","8 Kazoom Kids","MagicBox","2021","Figura","0","0","606",
"812",,"Brush Flash Morado",,"Hard Gamers","8 Kazoom Kids","MagicBox","2021","Figura","0","0","607",
"813","/uploads/collections/Superthings/Dr.Screen(Capitán)_813.jpg","Dr. Screen (Capitán)",,"Top Bandits","8 Kazoom Kids","MagicBox","2021","Figura","0","1","608",
"814",,"Don Glazed Morado",,"Top Bandits","8 Kazoom Kids","MagicBox","2021","Figura","0","0","609",
"815","/uploads/collections/Superthings/DonGlazedAmarillo_815.jpg","Don Glazed Amarillo",,"Top Bandits","8 Kazoom Kids","MagicBox","2021","Figura","0","1","610","25/3/2022"
"816","/uploads/collections/Superthings/BreadheadNaranja_816.png","Breadhead Naranja",,"Top Bandits","8 Kazoom Kids","MagicBox","2021","Figura","0","1","611",
"817",,"Breadhead Azul",,"Top Bandits","8 Kazoom Kids","MagicBox","2021","Figura","0","0","612",
"818","/uploads/collections/Superthings/BadSmileAzul_818.jpg","Bad Smile Azul",,"Top Bandits","8 Kazoom Kids","MagicBox","2021","Figura","0","1","613",
"819",,"Bad Smile Naranja",,"Top Bandits","8 Kazoom Kids","MagicBox","2021","Figura","0","0","614",
"820",,"Strike Shield (Capitán)",,"Sharp Squad","8 Kazoom Kids","MagicBox","2021","Figura","0","0","615",
"821",,"Sketchy Amarillo",,"Sharp Squad","8 Kazoom Kids","MagicBox","2021","Figura","0","0","616",
"822","/uploads/collections/Superthings/SketchyRosa_822.jpg","Sketchy Rosa",,"Sharp Squad","8 Kazoom Kids","MagicBox","2021","Figura","0","1","617",
"823",,"Double Shack Azul",,"Sharp Squad","8 Kazoom Kids","MagicBox","2021","Figura","0","0","618",
"824",,"Double Shack Morado",,"Sharp Squad","8 Kazoom Kids","MagicBox","2021","Figura","0","0","619",
"825",,"Mustery Rosa",,"Sharp Squad","8 Kazoom Kids","MagicBox","2021","Figura","0","0","620",
"826",,"Mustery Amarillo",,"Sharp Squad","8 Kazoom Kids","MagicBox","2021","Figura","0","0","621",
"827",,"Rollball (Capitán)",,"Strike Troop","8 Kazoom Kids","MagicBox","2021","Figura","0","0","622",
"828",,"Power Pages Azul",,"Strike Troop","8 Kazoom Kids","MagicBox","2021","Figura","0","0","623",
"829","/uploads/collections/Superthings/PowerPagesMorado_829.jpg","Power Pages Morado",,"Strike Troop","8 Kazoom Kids","MagicBox","2021","Figura","0","1","624",
"830",,"Sticky Flow Amarillo",,"Strike Troop","8 Kazoom Kids","MagicBox","2021","Figura","0","0","625",
"831",,"Sticky Flow Rosa",,"Strike Troop","8 Kazoom Kids","MagicBox","2021","Figura","0","0","626",
"832",,"Hard Dog Marrón",,"Strike Troop","8 Kazoom Kids","MagicBox","2021","Figura","0","0","627",
"833",,"Hard Dog Morado",,"Strike Troop","8 Kazoom Kids","MagicBox","2021","Figura","0","0","628",
"834",,"Kazoom Blast",,"Ultra Raro","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0",,
"835","/uploads/collections/Superthings/RoyalJustice_835.png","Royal Justice",,"Dorados","9 Guardians of Kazoom","MagicBox","2022","Figura","0","1","629",
"836",,"Gladius Gold",,"Dorados","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","630",
"837",,"Turbogoal azul crystal",,"Soccer Squad","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","631",
"838",,"Turbogoal rojo crystal",,"Soccer Squad","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","632",
"839",,"Kaboot rosa",,"Soccer Squad","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","633",
"840",,"Kaboot azul",,"Soccer Squad","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","634",
"841",,"Superfan rojo",,"Soccer Squad","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","635",
"842",,"Superfan amarillo ",,"Soccer Squad","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","636",
"843",,"Kickstar ",,"Soccer Squad","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","K.07",
"844",,"Pow Head rojo crystal",,"Boxing Brawlers","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","637",
"845","/uploads/collections/Superthings/PowHeadazulcrystal_845.jpg","Pow Head azul crystal",,"Boxing Brawlers","9 Guardians of Kazoom","MagicBox","2022","Figura","0","1","638",
"846",,"Punchingface morado ",,"Boxing Brawlers","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","639",
"847",,"Punchingface naranja ",,"Boxing Brawlers","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","640",
"848",,"Tricktourious verde ",,"Boxing Brawlers","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","641",
"849",,"Tricktourious morado ",,"Boxing Brawlers","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","642",
"850",,"Power punch ",,"Boxing Brawlers","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","K.08",
"851","/uploads/collections/Superthings/Donnymarróncrystal_851.png","Donny marrón crystal",,"Breakfast Baddies","9 Guardians of Kazoom","MagicBox","2022","Figura","0","1","643",
"852",,"Donny verde crystal",,"Breakfast Baddies","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","644",
"853",,"Madffin morado ",,"Breakfast Baddies","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","645",
"854",,"Madffin marrón ",,"Breakfast Baddies","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","646",
"855",,"Paincake amarillo ",,"Breakfast Baddies","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","647",
"856",,"Paincake rojo",,"Breakfast Baddies","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","648",
"857",,"Glazer ",,"Breakfast Baddies","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","K.09",
"858",,"Fightburger marrón crystal",,"Tasty Tactics","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","649",
"859","/uploads/collections/Superthings/Fightburgerverdecrystal_859.png","Fightburger verde crystal",,"Tasty Tactics","9 Guardians of Kazoom","MagicBox","2022","Figura","0","1","650",
"860","/uploads/collections/Superthings/Friestarrosa_860.png","Friestar rosa",,"Tasty Tactics","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","651",
"861",,"Friestar azul",,"Tasty Tactics","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","652",
"862",,"Kickchup rojo ",,"Tasty Tactics","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","653",
