"id","Image","Name","Real_Name","Collection","Serie","Brand","Year","Type","Price","Own","Lot","Notes"
"1",,"Enigma (ultra raro)",,"Ultra Raro","1","MagicBox","2018","Figura","0","0","0",
"2",,"Kactor (raro)",,"Dorados","1","MagicBox","2018","Figura","0","0","2",
"3","/uploads/collections/Superthings/Ironhead(raro)_3.jpg","Ironhead (raro)",,"Star Team","1","MagicBox","2018","Figura","0","1","3",
"4",,"TV-Tron Amarillo",,"Star Team","1","MagicBox","2018","Figura","0","0","4",
"5",,"TV-Tron Morado",,"Star Team","1","MagicBox","2018","Figura","0","0","5",
"6",,"Wondershine Morado",,"Star Team","1","MagicBox","2018","Figura","0","0","6",
"7",,"Wondershine Amarillo",,"Star Team","1","MagicBox","2018","Figura","0","0","7",
"8",,"Super Soft Amarillo",,"Star Team","1","MagicBox","2018","Figura","0","0","8",
"9",,"Super Soft Morado",,"Star Team","1","MagicBox","2018","Figura","0","0","9",
"10",,"Brush Lee Azul",,"Star Team","1","MagicBox","2018","Figura","0","0","10",
"11",,"Brush Lee Naranja",,"Star Team","1","MagicBox","2018","Figura","0","0","11",
"12",,"Dr. Fresher Morado",,"Star Team","1","MagicBox","2018","Figura","0","0","12",
"13",,"Dr. Fresher Amarillo",,"Star Team","1","MagicBox","2018","Figura","0","0","13",
"14",,"Fizzer Amarillo",,"Star Team","1","MagicBox","2018","Figura","0","0","14",
"15",,"Fizzer Morado",,"Star Team","1","MagicBox","2018","Figura","0","0","15",
"16","/uploads/collections/Superthings/Coink(raro)_16.jpg","Coink (raro)",,"Furious Gang","1","MagicBox","2018","Figura","0","1","16",
"17",,"Badnana Amarillo",,"Furious Gang","1","MagicBox","2018","Figura","0","0","17",
"18",,"Badnana Morado",,"Furious Gang","1","MagicBox","2018","Figura","0","0","18",
"19","/uploads/collections/Superthings/SmashAzul_19.jpg","Smash Azul",,"Furious Gang","1","MagicBox","2018","Figura","0","1","19",
"20",,"Smash Naranja",,"Furious Gang","1","MagicBox","2018","Figura","0","0","20",
"21",,"Pow Power Verde",,"Furious Gang","1","MagicBox","2018","Figura","0","0","21",
"22",,"Pow Power Rojo",,"Furious Gang","1","MagicBox","2018","Figura","0","0","22",
"23",,"Ring Ding Rojo",,"Furious Gang","1","MagicBox","2018","Figura","0","0","23",
"24",,"Ring Ding Verde",,"Furious Gang","1","MagicBox","2018","Figura","0","0","24",
"25",,"Sugar Rush Verde",,"Furious Gang","1","MagicBox","2018","Figura","0","0","25",
"26",,"Sugar Rush Rojo",,"Furious Gang","1","MagicBox","2018","Figura","0","0","26",
"27",,"Zapper Rojo",,"Furious Gang","1","MagicBox","2018","Figura","0","0","27",
"28",,"Zapper Verde",,"Furious Gang","1","MagicBox","2018","Figura","0","0","28",
"29",,"Metal Crunch (raro)",,"Central Patrol","1","MagicBox","2018","Figura","0","0","29",
"30",,"Mr. C Naranja",,"Central Patrol","1","MagicBox","2018","Figura","0","0","30",
"31","/uploads/collections/Superthings/Mr.CAzul_31.jpg","Mr. C Azul",,"Central Patrol","1","MagicBox","2018","Figura","0","1","31",
"32",,"Power Shield Naranja",,"Central Patrol","1","MagicBox","2018","Figura","0","0","32",
"33",,"Power Shield Morado",,"Central Patrol","1","MagicBox","2018","Figura","0","0","33",
"34",,"The Champ Morado",,"Central Patrol","1","MagicBox","2018","Figura","0","0","34",
"35",,"The Champ Amarillo",,"Central Patrol","1","MagicBox","2018","Figura","0","0","35",
"36",,"Strikeberry Rojo",,"Central Patrol","1","MagicBox","2018","Figura","0","0","36",
"37",,"Strikeberry Verde",,"Central Patrol","1","MagicBox","2018","Figura","0","0","37",
"38","/uploads/collections/Superthings/AceAmarillo_38.jpg","Ace Amarillo",,"Central Patrol","1","MagicBox","2018","Figura","0","0","38",
"39","/uploads/collections/Superthings/AceMorado_39.jpg","Ace Morado",,"Central Patrol","1","MagicBox","2018","Figura","0","0","39",
"40",,"Brain Freeze Azul",,"Central Patrol","1","MagicBox","2018","Figura","0","0","40",
"41",,"Brain Freeze Naranja",,"Central Patrol","1","MagicBox","2018","Figura","0","0","41",
"42",,"Darknetic (raro)",,"Mutant Bandits","1","MagicBox","2018","Figura","0","0","42",
"43",,"Ultra Dryer Rojo",,"Mutant Bandits","1","MagicBox","2018","Figura","0","0","43",
"44",,"Ultra Dryer Verde",,"Mutant Bandits","1","MagicBox","2018","Figura","0","0","44",
"45",,"Jack The Juicer Verde",,"Mutant Bandits","1","MagicBox","2018","Figura","0","0","45",
"46",,"Jack The Juicer Rojo",,"Mutant Bandits","1","MagicBox","2018","Figura","0","0","46",
"47",,"Tag Black Naranja",,"Mutant Bandits","1","MagicBox","2018","Figura","0","0","47",
"48",,"Tag Black Azul",,"Mutant Bandits","1","MagicBox","2018","Figura","0","0","48",
"49",,"Mad Blades Verde",,"Mutant Bandits","1","MagicBox","2018","Figura","0","0","49",
"50",,"Mad Blades Rojo",,"Mutant Bandits","1","MagicBox","2018","Figura","0","0","50",
"51",,"Lock Down Azul",,"Mutant Bandits","1","MagicBox","2018","Figura","0","0","51",
"52",,"Lock Down Naranja",,"Mutant Bandits","1","MagicBox","2018","Figura","0","0","52",
"53",,"Spice Bandit Rojo",,"Mutant Bandits","1","MagicBox","2018","Figura","0","0","53",
"54","/uploads/collections/Superthings/SpiceBanditVerde_54.png","Spice Bandit Verde",,"Mutant Bandits","1","MagicBox","2018","Figura","0","1","54",
"55",,"Sparky (raro)",,"Cool Trop","1","MagicBox","2018","Figura","0","0","55",
"56",,"Pow Corn Azul",,"Cool Trop","1","MagicBox","2018","Figura","0","0","56",
"57",,"Pow Corn Naranja",,"Cool Trop","1","MagicBox","2018","Figura","0","0","57",
"58",,"Tangle Morado",,"Cool Trop","1","MagicBox","2018","Figura","0","0","58",
"59",,"Tangle Boy Amarillo",,"Cool Trop","1","MagicBox","2018","Figura","0","0","59",
"60",,"Stomper Verde",,"Cool Trop","1","MagicBox","2018","Figura","0","0","60",
"61",,"Stomper Rojo",,"Cool Trop","1","MagicBox","2018","Figura","0","0","61",
"62",,"T-Mate Rojo",,"Cool Trop","1","MagicBox","2018","Figura","0","0","62",
"63",,"T-Mate Verde",,"Cool Trop","1","MagicBox","2018","Figura","0","0","63",
"64","/uploads/collections/Superthings/MegaVegNaranja_64.jpg","Mega Veg Naranja",,"Cool Trop","1","MagicBox","2018","Figura","0","1","64",
"65",,"Mega Veg Azul",,"Cool Trop","1","MagicBox","2018","Figura","0","0","65",
"66","/uploads/collections/Superthings/CoolizerNaranja_66.jpg","Coolizer Naranja",,"Cool Trop","1","MagicBox","2018","Figura","0","1","66",
"67",,"Coolizer Azul",,"Cool Trop","1","MagicBox","2018","Figura","0","0","67",
"68",,"Elektron (raro)",,"MadClan","1","MagicBox","2018","Figura","0","0","68",
"69",,"Max Stink Amarillo",,"MadClan","1","MagicBox","2018","Figura","0","0","69",
"70",,"Max Stink Morado",,"MadClan","1","MagicBox","2018","Figura","0","0","70",
"71",,"Vortex Naranja",,"MadClan","1","MagicBox","2018","Figura","0","0","71",
"72",,"Vortex Azul",,"MadClan","1","MagicBox","2018","Figura","0","0","72",
"73",,"Red Ray Rojo",,"MadClan","1","MagicBox","2018","Figura","0","0","73",
"74","/uploads/collections/Superthings/RedRayVerde_74.jpg","Red Ray Verde",,"MadClan","1","MagicBox","2018","Figura","0","1","74",
"75",,"Mad Pop Azul",,"MadClan","1","MagicBox","2018","Figura","0","0","75",
"76",,"Mad Pop Naranja",,"MadClan","1","MagicBox","2018","Figura","0","0","76",
"77",,"Crazy Jet Morado",,"MadClan","1","MagicBox","2018","Figura","0","0","77",
"78",,"Crazy Jet Amarillo",,"MadClan","1","MagicBox","2018","Figura","0","0","78",
"79",,"Great Ter Azul",,"MadClan","1","MagicBox","2018","Figura","0","0","79",
"80",,"Great Ter Naranja",,"MadClan","1","MagicBox","2018","Figura","0","0","80",
"81",,"Amarilla con puerta azul",,"Guaridas","1","MagicBox","2018","Addons","0","0","G1",
"82",,"Azul con puerta amarilla",,"Guaridas","1","MagicBox","2018","Addons","0","0","G2",
"83",,"Azul con puerta roja",,"Guaridas","1","MagicBox","2018","Addons","0","0","G3",
"84",,"Morada con puerta verde",,"Guaridas","1","MagicBox","2018","Addons","0","0","G4",
"85",,"Naranja con puerta roja",,"Guaridas","1","MagicBox","2018","Addons","0","0","G5",
"86",,"Roja con puerta azul",,"Guaridas","1","MagicBox","2018","Addons","0","0","G6",
"87",,"Roja con puerta naranja",,"Guaridas","1","MagicBox","2018","Addons","0","0","G7",
"88",,"Verde con puerta morada",,"Guaridas","1","MagicBox","2018","Addons","0","0","G8",
"89",,"Turbo Storm Morado",,"Supercar","1","MagicBox","2018","Vehiculos","0","0","S1",
"90",,"Turbo Storm Verde",,"Supercar","1","MagicBox","2018","Vehiculos","0","0","S2",
"91",,"Power Flash Rojo",,"Supercar","1","MagicBox","2018","Vehiculos","0","0","S3",
"92",,"Power Flash Azul",,"Supercar","1","MagicBox","2018","Vehiculos","0","0","S4",
"93",,"Monster Jumbo Cuerpo Rojo",,"Supercar","1","MagicBox","2018","Vehiculos","0","0","S5",
"94",,"Monster Jumbo Cuerpo Naranja",,"Supercar","1","MagicBox","2018","Vehiculos","0","0","S6",
"95",,"Lightning Wings Cuerpo Azul",,"Supercar","1","MagicBox","2018","Vehiculos","0","0","S7",
"96",,"Lightning Wings Cuerpo Amarillo",,"Supercar","1","MagicBox","2018","Vehiculos","0","0","S8",
"97",,"Trap Amarilla",,"Kaboom Trap-Carceles","1","MagicBox","2018","Addons","0","0","K1",
"98",,"Trap Azul Claro",,"Kaboom Trap-Carceles","1","MagicBox","2018","Addons","0","0","K2",
"99",,"Trap Azul Oscuro",,"Kaboom Trap-Carceles","1","MagicBox","2018","Addons","0","0","K3",
"100",,"Trap Naranja",,"Kaboom Trap-Carceles","1","MagicBox","2018","Addons","0","0","K4",
"101",,"Trap Roja",,"Kaboom Trap-Carceles","1","MagicBox","2018","Addons","0","0","K5",
"102",,"Trap Verde",,"Kaboom Trap-Carceles","1","MagicBox","2018","Addons","0","0","K6",
"103",,"Torre Dorada Héroes",,"Torres Doradas","1","MagicBox","2018","Addons","0","0","G10",
"104",,"Torre Dorada Villanos",,"Torres Doradas","1","MagicBox","2018","Addons","0","0","G11",
"105",,"Candado azul",,"Exclusivos","1","MagicBox","2018","Addons","0","0",,
"106",,"Candado naranja",,"Exclusivos","1","MagicBox","2018","Addons","0","0",,
"107",,"Krooksant",,"Exclusivos","1","MagicBox","2018","Addons","0","0",,
"108",,"Llave azul",,"Exclusivos","1","MagicBox","2018","Addons","0","0",,
"109",,"Llave naranja",,"Exclusivos","1","MagicBox","2018","Addons","0","0",,
"110",,"Wondernut",,"Exclusivos","1","MagicBox","2018","Addons","0","0",,
"111",,"Profesor K (ultra raro)",,"Ultra Raro","2","MagicBox","2018","Figura","0","0",,
"112",,"Candy Strike (raro)",,"Dorados","2","MagicBox","2018","Figura","0","0","81",
"113",,"Pumpking (raro)",,"Dorados","2","MagicBox","2018","Figura","0","0","82",
"114",,"Headstrong (raro)",,"Power Gang","2","MagicBox","2018","Figura","0","0","83",
"115",,"Powerwave Rojo (raro)",,"Power Gang","2","MagicBox","2018","Figura","0","0","84",
"116",,"Powerwave Azul (raro)",,"Power Gang","2","MagicBox","2018","Figura","0","0","85",
"117",,"Reflektor Verde (raro)",,"Power Gang","2","MagicBox","2018","Figura","0","0","86",
"118",,"Reflektor Morado (raro)",,"Power Gang","2","MagicBox","2018","Figura","0","0","87",
"119",,"Laktic Azul",,"Power Gang","2","MagicBox","2018","Figura","0","0","88",
"120","/uploads/collections/Superthings/LakticMorado_120.jpg","Laktic Morado",,"Power Gang","2","MagicBox","2018","Figura","0.8","1","89",
"121",,"Dusty Verde",,"Power Gang","2","MagicBox","2018","Figura","0","0","90",
"122",,"Dusty Azul",,"Power Gang","2","MagicBox","2018","Figura","0","0","91",
"123",,"Naughty Socks Verde",,"Power Gang","2","MagicBox","2018","Figura","0","0","92",
"124",,"Naughty Socks Naranja",,"Power Gang","2","MagicBox","2018","Figura","0","0","93",
"125",,"Frenetic Fries Rojo",,"Power Gang","2","MagicBox","2018","Figura","0","0","94",
"126",,"Frenetic Fries Morado",,"Power Gang","2","MagicBox","2018","Figura","0","0","95",
"127",,"Rocketball (raro)",,"Bay Force","2","MagicBox","2018","Figura","0","0","96",
"128",,"Spoonical Verde (raro)",,"Bay Force","2","MagicBox","2018","Figura","0","0","97",
"129",,"Spoonical Morado (raro)",,"Bay Force","2","MagicBox","2018","Figura","0","0","98",
"130",,"Wonder C Azul",,"Bay Force","2","MagicBox","2018","Figura","0","0","99",
"131",,"Wonder C Verde",,"Bay Force","2","MagicBox","2018","Figura","0","0","100",
"132",,"Cheese Champ Amarillo",,"Bay Force","2","MagicBox","2018","Figura","0","0","101",
"133",,"Cheese Champ Naranja",,"Bay Force","2","MagicBox","2018","Figura","0","0","102",
"134",,"Swiper Morado",,"Bay Force","2","MagicBox","2018","Figura","0","0","103",
"135",,"Swiper Azul",,"Bay Force","2","MagicBox","2018","Figura","0","0","104",
"136",,"Supersketch Verde",,"Bay Force","2","MagicBox","2018","Figura","0","0","105",
"137",,"Supersketch Naranja",,"Bay Force","2","MagicBox","2018","Figura","0","0","106",
"138",,"Kid Shine Azul (raro)",,"Bay Force","2","MagicBox","2018","Figura","0","0","107",
"139",,"Kid Shine Rojo (raro)",,"Bay Force","2","MagicBox","2018","Figura","0","0","108",
"140",,"Beatcrush (raro)",,"Crazy Rebels","2","MagicBox","2018","Figura","0","0","109",
"141",,"Tackleboy Naranja",,"Crazy Rebels","2","MagicBox","2018","Figura","0","0","110",
"142",,"Tackleboy Verde",,"Crazy Rebels","2","MagicBox","2018","Figura","0","0","111",
"143",,"Dogfurt Rojo",,"Crazy Rebels","2","MagicBox","2018","Figura","0","0","112",
"144",,"Dogfurt Amarillo",,"Crazy Rebels","2","MagicBox","2018","Figura","0","0","113",
"145",,"Sharpator Azul",,"Crazy Rebels","2","MagicBox","2018","Figura","0","0","114",
"146",,"Sharpator Verde",,"Crazy Rebels","2","MagicBox","2018","Figura","0","0","115",
"147",,"Griller Azul",,"Crazy Rebels","2","MagicBox","2018","Figura","0","0","116",
"148",,"Griller Morado",,"Crazy Rebels","2","MagicBox","2018","Figura","0","0","117",
"149",,"Sponge Rock Azul (raro)",,"Crazy Rebels","2","MagicBox","2018","Figura","0","0","118",
"150",,"Sponge Rock Rojo (raro)",,"Crazy Rebels","2","MagicBox","2018","Figura","0","0","119",
"151",,"Striker Verde (raro)",,"Crazy Rebels","2","MagicBox","2018","Figura","0","0","120",
"152",,"Striker Morado (raro)",,"Crazy Rebels","2","MagicBox","2018","Figura","0","0","121",
"153",,"Super Riff (raro)",,"Sky Unit","2","MagicBox","2018","Figura","0","0","122",
"154",,"Max Bubble Morado (raro)",,"Sky Unit","2","MagicBox","2018","Figura","0","0","123",
"155",,"Max Bubble Verde (raro)",,"Sky Unit","2","MagicBox","2018","Figura","0","0","124",
"156",,"Tricky Azul",,"Sky Unit","2","MagicBox","2018","Figura","0","0","125",
"157",,"Tricky Verde",,"Sky Unit","2","MagicBox","2018","Figura","0","0","126",
"158",,"Hardburger Naranja",,"Sky Unit","2","MagicBox","2018","Figura","0","0","127",
"159",,"Hardburger verde",,"Sky Unit","2","MagicBox","2018","Figura","0","0","128",
"160","/uploads/collections/Superthings/CirclusAzul_160.png","Circlus Azul",,"Sky Unit","2","MagicBox","2018","Figura","0.8","1","129",
"161",,"Circlus Morado",,"Sky Unit","2","MagicBox","2018","Figura","0","0","130",
"162",,"Hairrison Rojo (raro)",,"Sky Unit","2","MagicBox","2018","Figura","0","0","131",
"163",,"Hairrison Azul (raro)",,"Sky Unit","2","MagicBox","2018","Figura","0","0","132",
"164",,"X-Ting Rojo",,"Sky Unit","2","MagicBox","2018","Figura","0","0","133",
"165","/uploads/collections/Superthings/X-TingAmarillo_165.jpg","X-Ting Amarillo",,"Sky Unit","2","MagicBox","2018","Figura","0.8","1","134",
"166",,"Lord Twister (raro)",,"Water Warrior","2","MagicBox","2018","Figura","0","0","135",
"167",,"Flame Boy Amarillo",,"Water Warrior","2","MagicBox","2018","Figura","0","0","136",
"168","/uploads/collections/Superthings/FlameBoyNaranja_168.jpg","Flame Boy Naranja",,"Water Warrior","2","MagicBox","2018","Figura","0.8","1","137",
"169",,"Spikehead Azul (raro)",,"Water Warrior","2","MagicBox","2018","Figura","0","0","138",
"170",,"Spikehead Naranja (raro)",,"Water Warrior","2","MagicBox","2018","Figura","0","0","139",
"171",,"Dark Dart Naranja",,"Water Warrior","2","MagicBox","2018","Figura","0","0","140",
"172",,"Dark Dart Verde",,"Water Warrior","2","MagicBox","2018","Figura","0","0","141",
"173",,"The Bristler Verde (raro)",,"Water Warrior","2","MagicBox","2018","Figura","0","0","142",
"174",,"The Bristler Morado (raro)",,"Water Warrior","2","MagicBox","2018","Figura","0","0","143",
"175",,"Bad Bat Azul",,"Water Warrior","2","MagicBox","2018","Figura","0","0","144",
"176",,"Bad Bat Verde",,"Water Warrior","2","MagicBox","2018","Figura","0","0","145",
"177",,"Rebell Roll Capa Morada",,"Water Warrior","2","MagicBox","2018","Figura","0","0","146",
"178",,"Rebell Roll Capa Azul",,"Water Warrior","2","MagicBox","2018","Figura","0","0","147",
"179",,"Turbo Twist (raro)",,"Rocky Riders","2","MagicBox","2018","Figura","0","0","148",
"180",,"Mr. Flakes Verde",,"Rocky Riders","2","MagicBox","2018","Figura","0","0","149",
"181",,"Mr. Flakes Azul",,"Rocky Riders","2","MagicBox","2018","Figura","0","0","150",
"182",,"Joe Rumble Morado",,"Rocky Riders","2","MagicBox","2018","Figura","0","0","151",
"183",,"Joe Rumble Azul",,"Rocky Riders","2","MagicBox","2018","Figura","0","0","152",
"184",,"Jack Balance Rojo (raro)",,"Rocky Riders","2","MagicBox","2018","Figura","0","0","153",
"185",,"Jack Balance Azul (raro)",,"Rocky Riders","2","MagicBox","2018","Figura","0","0","154",
"186","/uploads/collections/Superthings/ActionBreadAmarillo_186.jpg","Action Bread Amarillo",,"Rocky Riders","2","MagicBox","2018","Figura","0","0","155",
"187","/uploads/collections/Superthings/ActionBreadRojo_187.jpg","Action Bread Rojo",,"Rocky Riders","2","MagicBox","2018","Figura","0","0","156",
"188",,"Mikey Verde (raro)",,"Rocky Riders","2","MagicBox","2018","Figura","0","0","157",
"189",,"Mikey Morado (raro)",,"Rocky Riders","2","MagicBox","2018","Figura","0","0","158",
"190",,"Fast Ball Naranja",,"Rocky Riders","2","MagicBox","2018","Figura","0","0","159",
"191",,"Fast Ball Verde",,"Rocky Riders","2","MagicBox","2018","Figura","0","0","160",
"192",,"Rojo",,"Superjets","2","MagicBox","2018","Vehiculos","0","0","S1",
"193",,"Verde",,"Superjets","2","MagicBox","2018","Vehiculos","0","0","S2",
"194",,"Asul oscuro",,"Superjets","2","MagicBox","2018","Vehiculos","0","0","S3",
"195",,"Azul",,"Superjets","2","MagicBox","2018","Vehiculos","0","0","S4",
"196",,"Dorado Heroes Carrozeria Azul",,"Superjets","2","MagicBox","2018","Vehiculos","0","0","S5",
"197",,"Dorado Heroes Carrozeria Naranja",,"Superjets","2","MagicBox","2018","Vehiculos","0","0","S6",
"198",,"Morado",,"Superjets","2","MagicBox","2018","Vehiculos","0","0","S7",
"199",,"Morado",,"Superjets","2","MagicBox","2018","Vehiculos","0","0","S8",
"200",,"Amarillo",,"Superjets","2","MagicBox","2018","Vehiculos","0","0","S9",
"201",,"Azul",,"Superjets","2","MagicBox","2018","Vehiculos","0","0","S10",
"202",,"Amarillo",,"Superjets","2","MagicBox","2018","Vehiculos","0","0","S11",
"203",,"Amarillo",,"Superjets","2","MagicBox","2018","Vehiculos","0","0","S12",
"204",,"Captain Games Master",,"Cyber Squad","2","MagicBox","2018","Addons","0","0","Cyb1",
"205",,"Celltacular",,"Cyber Squad","2","MagicBox","2018","Addons","0","0","Cyb2",
"206",,"Hypervolt",,"Cyber Squad","2","MagicBox","2018","Addons","0","0","Cyb3",
"207",,"Superscroll",,"Cyber Squad","2","MagicBox","2018","Addons","0","0","Cyb4",
"208",,"VR-Z",,"Cyber Squad","2","MagicBox","2018","Addons","0","0","Cyb5",
"209",,"Interior Morado",,"Blasters (Lanzadores)","2","MagicBox","2018","Addons","0","0","B1",
"210",,"Interior Rojo",,"Blasters (Lanzadores)","2","MagicBox","2018","Addons","0","0","B2",
"211",,"Interior Amarillo",,"Blasters (Lanzadores)","2","MagicBox","2018","Addons","0","0","B3",
"212",,"Interior Azul",,"Blasters (Lanzadores)","2","MagicBox","2018","Addons","0","0","B4",
"213",,"Heroes Amarilla techo Verde",,"Hideouts (Guaridas)","2","MagicBox","2018","Addons","0","0","G1",
"214",,"Heroes Azul techo azul",,"Hideouts (Guaridas)","2","MagicBox","2018","Addons","0","0","G2",
"215",,"Heroes Dorada",,"Hideouts (Guaridas)","2","MagicBox","2018","Addons","0","0","G3",
"216",,"Heroes Naranja techo azul",,"Hideouts (Guaridas)","2","MagicBox","2018","Addons","0","0","G4",
"217",,"Heroes Verde techo verde",,"Hideouts (Guaridas)","2","MagicBox","2018","Addons","0","0","G5",
"218",,"Villanos Dorada",,"Hideouts (Guaridas)","2","MagicBox","2018","Addons","0","0","G6",
"219",,"Villanos Morada techo morado",,"Hideouts (Guaridas)","2","MagicBox","2018","Addons","0","0","G7",
"220",,"Villanos Roja techo rojo",,"Hideouts (Guaridas)","2","MagicBox","2018","Addons","0","0","G8",
"221",,"Verde techo morado",,"Hideouts (Guaridas)","2","MagicBox","2018","Addons","0","0","G9",
"222",,"Villanos Verde techo rojo",,"Hideouts (Guaridas)","2","MagicBox","2018","Addons","0","0","G10",
"223",,"MrKing (ultra raro)",,"Ultra Raro","3","MagicBox","2019","Figura","0","0",,
"224",,"Goldstar (raro)",,"Dorados","3","MagicBox","2019","Figura","0","0","161",
"225",,"Outlaw Clint (raro)",,"Dorados","3","MagicBox","2019","Figura","0","0","162",
"226",,"Max Treasure",,"Team Invencible","3","MagicBox","2019","Figura","0","0","163",
"227",,"Toybot Azul",,"Team Invencible","3","MagicBox","2019","Figura","0","0","164",
"228",,"Toybot Dorado",,"Team Invencible","3","MagicBox","2019","Figura","0","0","165",
"229",,"Fred Quency Normal",,"Team Invencible","3","MagicBox","2019","Figura","0","0","166",
"230",,"Fred Quency Especial",,"Team Invencible","3","MagicBox","2019","Figura","0","0","167",
"231",,"Captain K rojo",,"Team Invencible","3","MagicBox","2019","Figura","0","0","168",
"232",,"Captain K morado",,"Team Invencible","3","MagicBox","2019","Figura","0","0","169",
"233",,"Waverider verde",,"Team Invencible","3","MagicBox","2019","Figura","0","0","170",
"234",,"Waverider morado",,"Team Invencible","3","MagicBox","2019","Figura","0","0","171",
"235",,"Woody rojo",,"Team Invencible","3","MagicBox","2019","Figura","0","0","172",
"236",,"Woody verde",,"Team Invencible","3","MagicBox","2019","Figura","0","0","173",
"237",,"Hollywoody morado",,"Team Invencible","3","MagicBox","2019","Figura","0","0","174",
"238",,"Hollywoody plateado",,"Team Invencible","3","MagicBox","2019","Figura","0","0","175",
"239",,"Cornelius verde",,"Team Invencible","3","MagicBox","2019","Figura","0","0","176",
"240",,"Cornelius dorado",,"Team Invencible","3","MagicBox","2019","Figura","0","0","177",
"241",,"Silver Dice (Capitán)",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","178",
"242",,"Rayflowers verde",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","179",
"243",,"Rayflower dorado",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","180",
"244",,"Badpack morado",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","181",
"245",,"Badback naranaja",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","182",
"246",,"Megafresh azul",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","183",
"247",,"Megafresh dorado",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","184",
"248",,"Kinemo azul",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","185",
"249",,"Kinemo verde",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","186",
"250",,"Noops Verde",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","187",
"251",,"Noops morado",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","188",
"252",,"Ironik morado",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","189",
"253",,"Ironik rojo",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","190",
"254",,"Botfeed rojo",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","191",
"255",,"Botfeed verde",,"Sneaky Crew","3","MagicBox","2019","Figura","0","0","192",
"256","/uploads/collections/Superthings/LuckyAce(capitán)_256.jpg","Lucky Ace (capitán)",,"Amazing","3","MagicBox","2019","Figura","0","0","193",
"257",,"Juicetice verde",,"Amazing","3","MagicBox","2019","Figura","0","0","194",
"258",,"Juictice dorado",,"Amazing","3","MagicBox","2019","Figura","0","0","195",
"259",,"Big Dunky naranja",,"Amazing","3","MagicBox","2019","Figura","0","0","196",
"260",,"Big Dunky morado",,"Amazing","3","MagicBox","2019","Figura","0","0","197",
"261",,"Book Roger dorado",,"Amazing","3","MagicBox","2019","Figura","0","0","198",
"262",,"Book Roger azul",,"Amazing","3","MagicBox","2019","Figura","0","0","199",
"263",,"Kreamer rojo",,"Amazing","3","MagicBox","2019","Figura","0","0","200",
"264",,"Kreamer morado",,"Amazing","3","MagicBox","2019","Figura","0","0","201",
"265",,"Wizzo Morado",,"Amazing","3","MagicBox","2019","Figura","0","0","202",
"266",,"Wizzo verde",,"Amazing","3","MagicBox","2019","Figura","0","0","203",
"267",,"Chic Force Azul",,"Amazing","3","MagicBox","2019","Figura","0","0","204",
"268",,"Chic Force azulito",,"Amazing","3","MagicBox","2019","Figura","0","0","205",
"269",,"Choc Shock verde",,"Amazing","3","MagicBox","2019","Figura","0","0","206",
"270",,"Choc Shock rojo",,"Amazing","3","MagicBox","2019","Figura","0","0","207",
"271",,"Silver Johnny (capitán)",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","208",
"272",,"Sandstorm amarillo",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","209",
"273",,"Sandstorm verde",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","210",
"274",,"Sir Prize azul",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","211",
"275",,"Sir Prize dorado",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","212",
"276",,"Driller verde",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","213",
"277",,"Driller morado",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","214",
"278",,"Joe Cookie rojo",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","215",
"279",,"Joe Cookie morado",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","216",
"280",,"Splattermax verde",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","217",
"281",,"Splattermax rojo",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","218",
"282",,"Beefy rojo",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","219",
"283",,"Beefy norado",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","220",
"284",,"Hatcus Pocus verde",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","221",
"285",,"Hatcus Pocus morado",,"Thunder Clan","3","MagicBox","2019","Figura","0","0","222",
"286",,"Rad Wheels (capitán)",,"Brave Patrol","3","MagicBox","2019","Figura","0","0","223",
"287",,"Lucky Leaf verde",,"Brave Patrol","3","MagicBox","2019","Figura","0","0","224",
"288",,"Lucky Leaf rojo",,"Brave Patrol","3","MagicBox","2019","Figura","0","0","225",
